Date,Close,High,Low,Open,Volume,Returns,Volatility,MA20,KMeans_Regime,HMM_Regime,Position,Strategy_Return,Cumulative_Market,Cumulative_Strategy
2021-03-29,57750.19921875,58342.09765625,55139.33984375,55947.8984375,57625587027,0.03216137854506651,0.03443236430075569,56693.754296875,0,1,0,0.0,1.1053405168256565,1.0
2021-03-30,58917.69140625,59447.22265625,57251.55078125,57750.1328125,54414116432,0.020216245195582738,0.03439461799962429,56839.211328125,1,1,0,0.0,1.1276863517384161,1.0
2021-03-31,58918.83203125,59930.02734375,57726.41796875,58930.27734375,65520826225,1.9359634988669328e-05,0.03371309429783819,56894.896875,1,1,0,0.0,1.1277081833345675,1.0
2021-04-01,59095.80859375,59586.0703125,58505.27734375,58926.5625,61669163792,0.0030037350775407035,0.03363685161094257,56983.0828125,1,1,0,0.0,1.1310955199620791,1.0
2021-04-02,59384.3125,60267.1875,58869.28125,59098.87890625,58727860620,0.004881969011259368,0.029847714553054815,56890.144140625,1,1,0,0.0,1.1366174932393083,1.0
2021-04-03,57603.890625,60110.26953125,57603.890625,59397.41015625,59641344484,-0.029981350293480258,0.02975792924536569,56805.2228515625,2,1,0,-0.0,1.102540166024803,1.0
2021-04-04,58758.5546875,58913.74609375,57168.67578125,57604.83984375,50749662970,0.0200448971410081,0.026959899805025646,56947.790625,1,1,0,0.0,1.1246404702466002,1.0
2021-04-05,59057.87890625,59891.296875,57694.82421875,58760.875,60706272115,0.005094138552963257,0.02678780077331501,57060.439453125,1,1,0,0.0,1.130369544624306,1.0
2021-04-06,58192.359375,59479.578125,57646.80859375,59171.93359375,66058027988,-0.014655445594718208,0.02578171950435359,57026.5126953125,1,1,0,-0.0,1.113803475261138,1.0
2021-04-07,56048.9375,58731.14453125,55604.0234375,58186.5078125,75645303584,-0.036833390122360865,0.026813917519231557,56936.0134765625,2,1,0,-0.0,1.0727783173372032,1.0
2021-04-08,58323.953125,58338.73828125,55879.0859375,56099.9140625,53053855641,0.04058980823677527,0.028345370865095934,56934.878515625,0,1,0,0.0,1.1163221835184907,1.0
2021-04-09,58245.00390625,58937.046875,57807.86328125,58326.5625,46655208546,-0.0013536328475677317,0.0283472733080274,56931.446484375,1,1,0,-0.0,1.1148110931424116,1.0
2021-04-10,59793.234375,61276.6640625,58038.70703125,58253.77734375,58238470525,0.026581343719059625,0.028731444084478055,57044.937109375,0,1,0,0.0,1.1444442699910506,1.0
2021-04-11,60204.96484375,60790.5546875,59289.796875,59846.23046875,46280252580,0.006885903949730876,0.025725504864237202,57328.728125,1,1,0,0.0,1.1523248033100288,1.0
2021-04-12,59893.453125,61253.03515625,59589.875,60175.9453125,51828688519,-0.005174186540237491,0.025830726211223336,57586.453515625,1,1,0,-0.0,1.1463624598227602,1.0
2021-04-13,63503.45703125,63742.28515625,59869.95703125,59890.01953125,69983454362,0.06027376479221824,0.026785599062274477,58122.9130859375,0,1,0,0.0,1.215458041092746,1.0
2021-04-14,63109.6953125,64863.09765625,61554.796875,63523.75390625,77451779687,-0.00620063437737306,0.02613539429854401,58693.18984375,1,1,0,-0.0,1.2079214301788919,1.0
2021-04-15,63314.01171875,63821.671875,62208.96484375,63075.1953125,60954381579,0.003237480473297971,0.022578312155138707,59102.0248046875,1,1,0,0.0,1.2118320522223742,1.0
2021-04-16,61572.7890625,63594.72265625,60222.53125,63258.50390625,84293007468,-0.027501379378466195,0.02376819343906698,59381.988671875,2,1,0,-0.0,1.1785049992112215,1.0
2021-04-17,60683.8203125,62572.17578125,60361.3515625,61529.921875,66138759198,-0.014437688523377457,0.024141687462567764,59618.6423828125,1,1,0,-0.0,1.1614901111093667,1.0
2021-04-18,56216.18359375,61057.45703125,52829.53515625,60701.88671875,97468872758,-0.0736215468265391,0.02885410317673912,59541.9416015625,2,1,0,-0.0,1.0759794125057665,1.0
2021-04-19,55724.265625,57520.0546875,54368.59375,56191.5859375,65344865159,-0.008750468945115109,0.028460231709269614,59382.2703125,1,1,0,-0.0,1.0665640880710516,1.0
2021-04-20,56473.03125,57062.1484375,53448.046875,55681.79296875,67849323955,0.013436976092944253,0.028677451357494325,59259.9802734375,1,1,0,0.0,1.0808954842240552,1.0
2021-04-21,53906.08984375,56757.97265625,53695.46875,56471.12890625,54926612466,-0.045454287638402646,0.030260367612892455,59000.4943359375,2,1,0,-0.0,1.0317641499770844,1.0
2021-04-22,51762.2734375,55410.23046875,50583.8125,53857.10546875,74798630778,-0.0397694659817468,0.031191992496354785,58619.3923828125,2,1,0,-0.0,0.9907314407133849,1.0
2021-04-23,51093.65234375,52120.79296875,47714.6640625,51739.80859375,86668667320,-0.012917150838772984,0.03074256460524515,58293.88046875,1,1,0,-0.0,0.9779340132529752,1.0
2021-04-24,50050.8671875,51167.5625,48805.28515625,51143.2265625,49014494781,-0.02040928977310741,0.030299205026448946,57858.49609375,1,1,0,-0.0,0.9579750745975174,1.0
2021-04-25,49004.25390625,50506.01953125,47159.484375,50052.83203125,46117114240,-0.02091099195802515,0.030286072378139718,57355.81484375,1,1,0,-0.0,0.9379428655166202,1.0
2021-04-26,54021.75390625,54288.00390625,48852.796875,49077.79296875,58284039825,0.10238907033660749,0.039123925973145415,57147.2845703125,0,2,0,0.0,1.0339779635457207,1.0
2021-04-27,55033.1171875,55416.96484375,53319.1875,54030.3046875,49448222757,0.018721407731506323,0.03856329038974681,57096.4935546875,1,2,0,0.0,1.0533354865866527,1.0
2021-04-28,54824.703125,56227.20703125,53887.91796875,55036.63671875,48000572955,-0.003787066282106566,0.03734920898051381,56921.5310546875,1,2,0,-0.0,1.049346435281654,1.0
2021-04-29,53555.109375,55115.84375,52418.02734375,54858.08984375,46088929780,-0.02315733013830157,0.037633024081176684,56687.036328125,2,2,0,-0.0,1.0250463734503867,1.0
2021-04-30,57750.17578125,57900.71875,53129.6015625,53568.6640625,52395931985,0.07833176806484676,0.04140252847994365,56584.8833984375,0,2,0,0.0,1.1053400682312147,1.0
2021-05-01,57828.05078125,58448.33984375,57052.2734375,57714.6640625,42836427360,0.0013484807439372304,0.04136593359057608,56466.0376953125,1,2,0,0.0,1.1068305980287267,1.0
2021-05-02,56631.078125,57902.59375,56141.90625,57825.86328125,38177405335,-0.020698824187899145,0.04158914378711284,56302.9189453125,2,2,0,-0.0,1.0839205060743429,1.0
2021-05-03,57200.29296875,58973.30859375,56590.87109375,56620.2734375,51713139031,0.010051280367532334,0.03907159034356267,55987.7607421875,1,2,0,0.0,1.0948152949770136,1.0
2021-05-04,53333.5390625,57214.1796875,53191.42578125,57214.1796875,68564706967,-0.06760024652955021,0.04154568549947192,55498.9529296875,2,2,0,-0.0,1.0208055111322452,1.0
2021-05-05,57424.0078125,57911.36328125,52969.0546875,53252.1640625,69241316747,0.07669599321369813,0.04560108104576319,55204.452734375,0,2,0,0.0,1.0990972036865494,1.0
2021-05-06,56396.515625,58363.31640625,55382.5078125,57441.30859375,69523285106,-0.01789307689659958,0.04538949422893695,54945.6390625,1,2,0,-0.0,1.0794309729041485,1.0
2021-05-07,57356.40234375,58606.6328125,55321.84765625,56413.953125,68434023376,0.017020319573156195,0.04553249651408803,54779.2681640625,1,2,0,0.0,1.09780323302014,1.0
2021-05-08,58803.77734375,59464.61328125,56975.2109375,57352.765625,65382980634,0.02523475916996243,0.042602510885869894,54908.6478515625,0,2,0,0.0,1.1255060332214093,1.0
2021-05-09,58232.31640625,59210.8828125,56482.00390625,58877.390625,65906690347,-0.009718099130935132,0.04261721702093323,55034.050390625,1,2,0,-0.0,1.1145682540180981,1.0
2021-05-10,55859.796875,59519.35546875,54071.45703125,58250.87109375,71776546298,-0.04074231762821234,0.04363180868011193,55003.388671875,2,2,0,-0.0,1.0691581601945708,1.0
2021-05-11,56704.57421875,56872.54296875,54608.65234375,55847.2421875,61308396325,0.01512317249631967,0.04237010986178069,55143.312890625,1,2,0,0.0,1.085327223477041,1.0
2021-05-12,49150.53515625,57939.36328125,49150.53515625,56714.53125,75215403907,-0.1332174549686006,0.05153791261921101,55012.7259765625,2,2,0,-0.0,0.940742692957292,1.0
2021-05-13,49716.19140625,51330.84375,46980.01953125,49735.43359375,96721152926,0.011508648851976444,0.05153771016841243,54943.8529296875,1,2,0,0.0,0.9515693702706002,1.0
2021-05-14,49880.53515625,51438.1171875,48868.578125,49682.98046875,55737497453,0.00330563837155351,0.05131784281626578,54935.336328125,1,2,0,0.0,0.9547149144941617,1.0
2021-05-15,46760.1875,50639.6640625,46664.140625,49855.49609375,59161047474,-0.06255641898138342,0.05307286899063682,54823.1330078125,2,2,0,-0.0,0.8949913682952892,1.0
2021-05-16,46456.05859375,49720.04296875,43963.3515625,46716.63671875,64047871555,-0.0065040138312105755,0.04716705199215565,54444.8482421875,1,2,0,-0.0,0.8891703320570826,1.0
2021-05-17,43537.51171875,46623.55859375,42207.2890625,46415.8984375,74903638450,-0.06282381595309616,0.04838748007106655,53870.06796875,2,2,0,-0.0,0.8333092587649751,1.0
2021-05-18,42909.40234375,45812.45703125,42367.83203125,43488.05859375,56187365084,-0.014426855146374762,0.048368230737674156,53274.3029296875,1,2,0,-0.0,0.8212872267966399,1.0
2021-05-19,37002.44140625,43546.1171875,30681.49609375,42944.9765625,126358098747,-0.13766122609163733,0.05604589833540544,52446.66953125,2,2,0,-0.0,0.7082278201824138,1.0
2021-05-20,40782.73828125,42462.984375,35050.6171875,36753.66796875,88281943359,0.10216344466291027,0.05837884832249828,51598.29765625,0,2,0,0.0,0.7805828138983534,1.0
2021-05-21,37304.69140625,42172.171875,33616.453125,40596.94921875,82051616861,-0.08528232829817228,0.06024167070618953,50572.1296875,2,2,0,-0.0,0.7140128940995629,1.0
2021-05-22,37536.6328125,38831.0546875,35383.68359375,37371.03125,57377273240,0.006217486259949112,0.06052291307617287,49617.407421875,1,2,0,0.0,0.7184522594580535,1.0
2021-05-23,34770.58203125,38289.21875,31227.33984375,37531.44921875,78469274361,-0.0736893688644572,0.061330961048129205,48495.921875,2,2,0,-0.0,0.6655099658993463,1.0
2021-05-24,38705.98046875,39835.140625,34551.08203125,34700.36328125,67359584098,0.11318183957815453,0.06739407781071499,47764.5439453125,0,2,0,0.0,0.7408336080974292,1.0
2021-05-25,38402.22265625,39776.3515625,36581.4296875,38795.78125,56211915803,-0.007847826326095597,0.06399102071492961,46813.4546875,1,2,0,-0.0,0.7350196746045458,1.0
2021-05-26,39294.19921875,40782.078125,37905.8359375,38392.625,51346735160,0.023227211885217036,0.06464948631784657,45958.3388671875,0,2,0,0.0,0.7520921323263888,1.0
2021-05-27,38436.96875,40379.6171875,37247.90234375,39316.890625,43210968721,-0.021815700174415475,0.06419107713137964,45012.3671875,2,2,0,-0.0,0.7356847158640195,1.0
2021-05-28,35697.60546875,38856.96875,34779.0390625,38507.08203125,55200191952,-0.07126897282320166,0.06441132872431275,43857.05859375,2,2,0,-0.0,0.6832532218426619,1.0
2021-05-29,34616.06640625,37234.5,33693.9296875,35684.15625,45231013335,-0.03029724398312339,0.06435836894928358,42676.24609375,2,2,0,-0.0,0.6625525322782396,1.0
2021-05-30,35678.12890625,36400.66796875,33520.73828125,34607.40625,31646080921,0.03068120125307594,0.06533539384697427,41667.1626953125,0,2,0,0.0,0.6828804398618034,1.0
2021-05-31,37332.85546875,37468.25,34241.9453125,35658.59375,39009847639,0.04637929771620186,0.06658413100334075,40698.5767578125,0,2,0,0.0,0.7145519550867249,1.0
2021-06-01,36684.92578125,37896.734375,35787.0859375,37293.79296875,34639423297,-0.017355481635803582,0.060876888711684285,40075.2962890625,2,2,0,-0.0,0.7021505617523897,1.0
2021-06-02,37575.1796875,38231.33984375,35966.30859375,36699.921875,33070867190,0.02426756732611457,0.06121034563712514,39468.245703125,0,2,0,0.0,0.719190047782785,1.0
2021-06-03,39208.765625,39478.953125,37243.97265625,37599.41015625,35460750427,0.043475133082156336,0.06239029454085756,38934.6572265625,0,2,0,0.0,0.7504569308215039,1.0
2021-06-04,36894.40625,39242.484375,35717.72265625,39242.484375,41831090187,-0.05902658087058821,0.06223889335470665,38441.3681640625,2,2,0,-0.0,0.706160024104475,1.0
2021-06-05,35551.95703125,37917.71484375,34900.4140625,36880.15625,35959473399,-0.03638625350557034,0.06251064947239755,37896.1630859375,2,2,0,-0.0,0.6804655064519098,1.0
2021-06-06,35862.37890625,36436.421875,35304.578125,35538.609375,28913440585,0.008731498936251025,0.06145215043532121,37512.4064453125,1,2,0,0.0,0.6864069902976502,1.0
2021-06-07,33560.70703125,36790.5703125,33480.640625,35835.265625,33683936663,-0.06418068028941804,0.06272681583774926,37044.9716796875,2,2,0,-0.0,0.642352922704935,1.0
2021-06-08,33472.6328125,34017.38671875,31114.443359375,33589.51953125,49902050442,-0.0026243254847995168,0.055103384639251775,36868.48125,1,2,0,-0.0,0.640667179559645,1.0
2021-06-09,37345.12109375,37537.37109375,32475.865234375,33416.9765625,53972919008,0.11569117681725527,0.05653404271252117,36696.600390625,0,2,0,0.0,0.7147867195110922,1.0
2021-06-10,36702.59765625,38334.32421875,35847.59375,37389.515625,43576032854,-0.01720501684509279,0.05326764228279053,36666.495703125,2,2,0,-0.0,0.7024888019612552,1.0
2021-06-11,37334.3984375,37608.6953125,36044.44921875,36697.03125,38699736985,0.01721406171757467,0.05338630129052237,36656.383984375,1,2,0,0.0,0.7145814875541213,1.0
2021-06-12,35552.515625,37408.92578125,34728.19140625,37340.14453125,37924228550,-0.047727642256857994,0.0517641601730922,36695.4806640625,2,2,0,-0.0,0.6804761979527648,1.0
2021-06-13,39097.859375,39322.78125,34864.109375,35555.7890625,40669112838,0.09972131894675185,0.050314593236143325,36715.074609375,0,2,0,0.0,0.7483341819244855,1.0
2021-06-14,40218.4765625,40978.36328125,38757.28515625,39016.96875,43148914673,0.028661855288592664,0.050612047760025994,36805.8873046875,0,2,0,0.0,0.7697828279543125,1.0
2021-06-15,40406.26953125,41295.26953125,39609.46875,40427.16796875,46420149185,0.004669320789865594,0.05040117702979303,36861.4908203125,1,2,0,0.0,0.7733771909165611,1.0
2021-06-16,38347.0625,40516.77734375,38176.03515625,40168.69140625,39211635100,-0.05096256237308472,0.05155195963841687,36856.9955078125,2,2,0,-0.0,0.7339639075865548,1.0
2021-06-17,38053.50390625,39513.671875,37439.67578125,38341.421875,37096670047,-0.007655308506355651,0.0487359303182701,36974.7904296875,1,2,0,-0.0,0.7283451874414495,1.0
2021-06-18,35787.24609375,38187.26171875,35255.85546875,38099.4765625,36200887275,-0.0595545108824469,0.050244908498927106,37033.3494140625,2,2,0,-0.0,0.6849689460497899,1.0
2021-06-19,35615.87109375,36457.796875,34933.0625,35854.52734375,31207279719,-0.004788717174578294,0.0498348191304454,37030.2365234375,1,2,0,-0.0,0.6816888234937885,1.0
2021-06-20,35698.296875,36059.484375,33432.07421875,35563.140625,36664034054,0.002314299179515533,0.048686947496559586,36948.50859375,1,2,0,0.0,0.683266455378685,1.0
2021-06-21,31676.693359375,35721.640625,31295.935546875,35641.14453125,52809038594,-0.11265533282181261,0.05465554198405828,36698.09697265625,2,2,0,-0.0,0.6062928454420191,1.0
2021-06-22,32505.66015625,33292.453125,28893.62109375,31622.376953125,58964353058,0.02616961270137308,0.0547124243132801,36444.62099609375,0,2,0,0.0,0.6221592943908502,1.0
2021-06-23,33723.02734375,34753.41015625,31772.6328125,32515.71484375,46317108925,0.0374509295196066,0.05444275421500558,36170.33408203125,0,2,0,0.0,0.6454597382750501,1.0
2021-06-24,34662.4375,35228.8515625,32385.21484375,33682.80078125,33123368116,0.027856637741157764,0.053455290237236254,36058.73564453125,0,2,0,0.0,0.6634400763806807,1.0
2021-06-25,31637.779296875,35487.24609375,31350.884765625,34659.10546875,40230904226,-0.0872604012088013,0.05632309139271354,35863.0267578125,2,2,0,-0.0,0.6055480291377047,1.0
2021-06-26,32186.27734375,32637.587890625,30184.501953125,31594.6640625,38585385521,0.017336806155961115,0.05646063642007355,35679.2216796875,1,2,0,0.0,0.6160462979369894,1.0
2021-06-27,34649.64453125,34656.12890625,32071.7578125,32287.5234375,35511640894,0.07653470332064805,0.0573115084112542,35733.6685546875,0,2,0,0.0,0.6631952185813804,1.0
2021-06-28,34434.3359375,35219.890625,33902.07421875,34679.12109375,33892523752,-0.006213875976586625,0.05733618913974997,35781.7537109375,1,2,0,-0.0,0.6590742057448504,1.0
2021-06-29,35867.77734375,36542.109375,34252.484375,34475.55859375,37901460044,0.04162825758718758,0.05179764582894711,35707.8865234375,0,2,0,0.0,0.6865103165506681,1.0
2021-06-30,35040.8359375,36074.7578125,34086.15234375,35908.38671875,34059036099,-0.02305527321430456,0.05191201319841321,35624.7984375,2,2,0,-0.0,0.6706826336381537,1.0
2021-07-01,33572.1171875,35035.984375,32883.78125,35035.984375,37838957079,-0.04191448950075438,0.05249954981949984,35436.684375,2,2,0,-0.0,0.642571313432189,1.0
2021-07-02,33897.046875,33939.58984375,32770.6796875,33549.6015625,38728974942,0.00967855812266083,0.0515419527188263,35353.9109375,1,2,0,0.0,0.648790477237197,1.0
2021-07-03,34668.546875,34909.26171875,33402.6953125,33854.421875,24383958643,0.022760094790705843,0.046216199825937346,35132.4453125,0,2,0,0.0,0.6635570099984228,1.0
2021-07-04,35287.78125,35937.56640625,34396.4765625,34665.56640625,24924307911,0.017861561294527206,0.04586455129695115,34885.910546875,1,2,0,0.0,0.6754091742049229,1.0
2021-07-05,33746.00390625,35284.34375,33213.66015625,35284.34375,26721554282,-0.043691535402215154,0.04657014665636977,34552.897265625,2,2,0,-0.0,0.6458995103591676,1.0
2021-07-06,34235.1953125,35038.53515625,33599.91796875,33723.5078125,26501259870,0.014496276584600176,0.0456766723249111,34347.30390625,1,2,0,0.0,0.6552626483071919,1.0
2021-07-07,33855.328125,34997.6640625,33839.2890625,34225.6796875,24796027477,-0.011095808977648836,0.04569512057812332,34137.3951171875,1,2,0,-0.0,0.6479919791313871,1.0
2021-07-08,32877.37109375,33907.90625,32133.18359375,33889.60546875,29910396946,-0.028886355129662422,0.04425306544667805,33991.9013671875,2,2,0,-0.0,0.629273852701025,1.0
2021-07-09,33798.01171875,34042.29296875,32318.880859375,32861.671875,27436021028,0.02800225791699673,0.044798067547136,33901.0083984375,0,2,0,0.0,0.6468949414247813,1.0
2021-07-10,33520.51953125,34209.0703125,33116.01171875,33811.2421875,22971873468,-0.008210311003178261,0.04481105799469008,33792.11953125,1,2,0,-0.0,0.641583732769301,1.0
2021-07-11,34240.1875,34584.703125,33346.73828125,33509.078125,20108729370,0.021469475378479208,0.03670820278646104,33920.29423828125,0,2,0,0.0,0.6553581989232243,1.0
2021-07-12,33155.84765625,34592.15625,32697.30859375,34254.015625,24321499537,-0.031668630428790756,0.03719011607762818,33952.80361328125,2,2,0,-0.0,0.6346039023230468,1.0
2021-07-13,32702.025390625,33327.1015625,32261.419921875,33125.46875,19120856669,-0.013687548281983153,0.03634785880076895,33901.753515625,1,2,0,-0.0,0.6259177307700652,1.0
2021-07-14,32822.34765625,33061.3984375,31639.125,32723.845703125,21376531210,0.003679352094793975,0.035737953469667134,33809.7490234375,1,1,0,0.0,0.6282207024839427,1.0
2021-07-15,31780.73046875,33159.640625,31175.708984375,32827.875,21300524237,-0.031734999531688124,0.030556183038513714,33816.89658203125,2,1,0,-0.0,0.608284118784818,1.0
2021-07-16,31421.5390625,32218.40625,31100.673828125,31841.55078125,23699476918,-0.011302175908234458,0.030404421285340124,33778.65966796875,1,1,0,-0.0,0.6014091846721267,1.0
2021-07-17,31533.068359375,31935.9453125,31223.990234375,31397.30859375,18895018942,0.003549453661488622,0.024431221994221656,33622.830859375,1,1,0,0.0,0.603543858704714,1.0
2021-07-18,31796.810546875,32398.99609375,31215.4921875,31533.884765625,18787986667,0.008363987433579023,0.024591719274501204,33490.95458984375,1,1,0,0.0,0.6085918919545341,1.0
2021-07-19,30817.83203125,31885.859375,30563.734375,31800.01171875,20434789545,-0.030788575922789052,0.022836932410965592,33238.45732421875,2,1,0,-0.0,0.5898542142830981,1.0
2021-07-20,29807.34765625,31006.1875,29360.955078125,30838.28515625,23148267245,-0.03278895069501786,0.023289409014655833,32976.78291015625,2,1,0,-0.0,0.5705135135337212,1.0
2021-07-21,32110.693359375,32752.326171875,29526.18359375,29796.28515625,28203024559,0.07727442675168827,0.028716401395171214,32903.71171875,0,1,0,0.0,0.614599618246131,1.0
2021-07-22,32313.10546875,32576.400390625,31745.298828125,32138.873046875,19555230518,0.006303573302191001,0.028655026874042294,32824.5146484375,1,1,0,0.0,0.6184737919912441,1.0
2021-07-23,33581.55078125,33581.55078125,32057.892578125,32305.958984375,22552046192,0.03925482537500802,0.029626225061833437,32770.16484375,0,1,0,0.0,0.6427518726948794,1.0
2021-07-24,34292.4453125,34490.390625,33424.859375,33593.73046875,21664706865,0.021169199000986128,0.029747100287015434,32720.398046875,1,1,0,0.0,0.6563584149962138,1.0
2021-07-25,35350.1875,35364.92578125,33881.8359375,34290.29296875,20856685287,0.030844758309330533,0.028772085294949363,32800.6072265625,0,1,0,0.0,0.6766036316710673,1.0
2021-07-26,37337.53515625,40499.67578125,35287.3125,35384.03125,51022126212,0.05621887171744144,0.0310906016455338,32955.72421875,0,1,0,0.0,0.714641524443538,1.0
2021-07-27,39406.94140625,39406.94140625,36441.7265625,37276.03515625,35097370560,0.055424286615063156,0.032811263213213857,33233.3048828125,0,1,0,0.0,0.7542500211213223,1.0
2021-07-28,39995.90625,40816.0703125,38862.4375,39503.1875,38702404695,0.014945713184850051,0.0316524526512394,33589.231640625,1,1,0,0.0,0.7655228256066687,1.0
2021-07-29,40008.421875,40593.0703125,39352.05859375,39995.453125,27167146027,0.00031292265067750513,0.031443012353547344,33899.7521484375,1,1,0,0.0,0.7657623750384117,1.0
2021-07-30,42235.546875,42235.546875,38397.35546875,40027.484375,33072782960,0.055666404612466414,0.03282401045788106,34335.503515625,0,1,0,0.0,0.8083896132443031,1.0
2021-07-31,41626.1953125,42231.44921875,41110.83203125,42196.3046875,25802845343,-0.014427457617713135,0.03326465229011364,34704.80390625,1,1,0,-0.0,0.7967266063606214,1.0
2021-08-01,39974.89453125,42541.6796875,39540.94140625,41460.84375,26688438115,-0.039669750474507826,0.033839482927566535,35045.75625,2,1,0,-0.0,0.7651206606898941,1.0
2021-08-02,39201.9453125,40419.1796875,38746.34765625,39907.26171875,25595265436,-0.019335866368471732,0.03406975303169996,35370.75224609375,1,1,0,-0.0,0.7503263898390375,1.0
2021-08-03,38152.98046875,39750.03125,37782.05078125,39178.40234375,26189830450,-0.02675797936526192,0.03501703523330575,35637.28388671875,2,1,0,-0.0,0.7302491717825131,1.0
2021-08-04,39747.50390625,39952.296875,37589.1640625,38213.33203125,25372562724,0.041792893187100555,0.0344672885570258,36035.62255859375,0,1,0,0.0,0.7607683974187883,1.0
2021-08-05,40869.5546875,41341.93359375,37458.00390625,39744.515625,35185031017,0.02822946527400849,0.03420508197387913,36508.02333984375,0,1,0,0.0,0.7822444824752851,1.0
2021-08-06,42816.5,43271.66015625,39932.1796875,40865.8671875,38226483046,0.04763803587748594,0.03492424573261639,37072.194921875,0,1,0,0.0,0.8195090731964082,1.0
2021-08-07,44555.80078125,44689.859375,42618.56640625,42832.796875,40030862141,0.04062220829002827,0.03529673659310123,37710.14443359375,0,1,0,0.0,0.8527993414633607,1.0
2021-08-08,43798.1171875,45282.3515625,43331.91015625,44574.4375,36302664750,-0.017005273846830926,0.03442612399422098,38359.15869140625,1,1,0,-0.0,0.8382972551253791,1.0
2021-08-09,46365.40234375,46456.83203125,42848.6875,43791.92578125,38734079049,0.058616336068955555,0.03333893857259187,39187.06142578125,0,1,0,0.0,0.8874351687574913,1.0
2021-08-10,45585.03125,46637.98828125,44705.5546875,46280.84765625,33546019517,-0.016830892309838696,0.0318624368180146,39860.7783203125,1,1,0,-0.0,0.8724988430001704,1.0
2021-08-11,45593.63671875,46735.6328125,45351.7109375,45599.703125,34319709073,0.00018877838873909702,0.0320110904671796,40524.8048828125,1,1,0,0.0,0.8726635519259287,1.0
2021-08-12,44428.2890625,46228.91015625,43861.4453125,45576.87890625,33723620826,-0.02555943636254754,0.03299520862323764,41067.141796875,2,1,0,-0.0,0.8503587634045632,1.0
